Gene_accession no.,Class,amr_gene,amr_allele,Phenotype,PMID,Mechanism of resistance,Notes,Required_gene,Reference
erm_43__1_HE650138,"Macrolide, Lincosamide, Streptogramin B",erm(43),erm(43),"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S",22733067,Target modification,"23S rRNA methylase; Azithromycin, Spiramycin resistance in Staphylococcus sp. and Streptococcus sp.; If inducible phenotype, patterns of spiramycin, lincomycin and clindamycin resistance may vary ",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
erm_44__1_HG796218,"Macrolide, Lincosamide, Streptogramin B",erm(44),erm(44),"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S",25092709,Target modification,"23S rRNA methylase; Azithromycin, Spiramycin resistance in Staphylococcus sp. and Streptococcus sp.; If inducible phenotype, patterns of spiramycin, lincomycin and clindamycin resistance may vary ",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
erm_45__1_LN680996 ,"Macrolide, Lincosamide, Streptogramin B",erm(45),erm(45),"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S",25779586,Target modification,"23S rRNA methylase; Azithromycin, Spiramycin resistance in Staphylococcus sp. and Streptococcus sp.; If inducible phenotype, patterns of spiramycin, lincomycin and clindamycin resistance may vary ",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
erm_46__1_KM679362 ,"Macrolide, Lincosamide, Streptogramin B",erm(46),erm(46),"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S",26377866,Target modification,"23S rRNA methylase; Azithromycin, Spiramycin resistance in Staphylococcus sp. and Streptococcus sp.; If inducible phenotype, patterns of spiramycin, lincomycin and clindamycin resistance may vary ",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
erm_47__1_KU612222,"Macrolide, Lincosamide, Streptogramin B",erm(47),erm(47),"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S",27494920,Target modification,"23S rRNA methylase; Azithromycin, Spiramycin resistance in Staphylococcus sp. and Streptococcus sp.; If inducible phenotype, patterns of spiramycin, lincomycin and clindamycin resistance may vary ",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
erm_48__1_LT223129 ,"Macrolide, Lincosamide, Streptogramin B",erm(48),erm(48),"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S",28438941,Target modification,"23S rRNA methylase; Azithromycin, Spiramycin resistance in Staphylococcus sp. and Streptococcus sp.; If inducible phenotype, patterns of spiramycin, lincomycin and clindamycin resistance may vary ",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
msr_A__1_X52085,"Macrolide, Streptogramin B",msr(A),msr(A),"Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S","2233255, 27006457, 27786586",Target protection,ABC transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
msr_A__2_AB013298,"Macrolide, Streptogramin B",msr(A),msr(A),"Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S","9809423, 27006457, 27786586",Target protection,ABC transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
msr_C__1_AY004350,"Macrolide, Streptogramin B",msr(C) ,msr(C) ,"Erythromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S","11120975, 27006457",Target protection,ABC transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
msr_C__2_AF313494,"Macrolide, Streptogramin B",msr(C) ,msr(C) ,"Erythromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S","11120975, 27006457",Target protection,ABC transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
msr_D__2_AF274302,"Macrolide, Streptogramin B",msr(D),msr(D),"Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S","11398110, 26531240, 27006457, 27786586",Target protection,ABC transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
msr_D__3_AF227520,"Macrolide, Streptogramin B",msr(D),msr(D),"Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S","10952626, 26531240, 27006457, 27786586",Target protection,ABC transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
msr_E__1_FR751518,"Macrolide, Streptogramin B",msr(E),msr(E),"Erythromycin, Azithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S","21402855, 29712846, 27006457, 27786586",Target protection,ABC transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cmr_1_U43535,"Macrolide, Tetracycline",cmr,cmr,Unknown,9079937,Increased efflux,"Eryhtomycin, Tylosin, Rifampicin and Tetracycline resistance when expressed in laboratory Escherichia coli",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
erm_41__1_EU177504,"Macrolide,Lincosamide,Streptogramin B",erm(41),erm(41),"Erythromycin, Telithromycin, Lincomycin, Clindamycin",19171799,Target modification,23S rRNA methylase; Natural in different Mycobacterium sp.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
optrA_1_KP399637,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","25977397, 27006457",Target protection,ABC transporter,,
optrA_2_KT862781,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","26903276, 27006457",Target protection,ABC transporter,,
optrA_3_KT862780,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","26903276, 27006457",Target protection,ABC transporter,,
optrA_4_KT862777,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","26903276, 27006457",Target protection,ABC transporter,,
optrA_5_KT862783,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","26903276, 27006457",Target protection,ABC transporter,,
optrA_6_KT862784,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","26903276, 27006457",Target protection,ABC transporter,,
optrA_7_KT862775,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","26903276, 27006457",Target protection,ABC transporter,,
optrA_8_KT862782,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","26903276, 27006457",Target protection,ABC transporter,,
optrA_9_KT892063,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","26702919, 27006457",Target protection,ABC transporter,,
optrA_10_KT601170,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","26953332, 27006457",Target protection,ABC transporter,,
optrA_11_KX620934,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","Unpublished, 27006457",Target protection,ABC transporter,,
optrA_12_KX620936,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","Unpublished, 27006457",Target protection,ABC transporter,,
optrA_13_KX620939,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","Unpublished, 27006457",Target protection,ABC transporter,,
optrA_14_KX620941,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","Unpublished, 27006457",Target protection,ABC transporter,,
optrA_15_KX620942,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","Unpublished, 27006457",Target protection,ABC transporter,,
optrA_16_AMBD01000029,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","Unpublished, 27006457",Target protection,ABC transporter,,
optrA_17_ALZI01000051,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","Unpublished, 27006457",Target protection,ABC transporter,,
optrA_18_ALMH01000001,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","Unpublished, 27006457",Target protection,ABC transporter,,
optrA_19_ALMN01000021,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","Unpublished, 27006457",Target protection,ABC transporter,,
optrA_20_ALMZ01000078,"Oxazolidinone, Phenicol",optrA,optrA,"Linezolid, Chloramphenicol, Florfenicol","Unpublished, 27006457",Target protection,ABC transporter,,
cfr_1_AM408573,"Oxazolidinone, Phenicol, Lincosamide, Streptogramin A, Pleuromutilin",cfr,cfr,"Chloramphenicol, Florfenicol, Clindamycin, Lincomycin, Linezolid, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin",17145796,Target modification,23S rRNA methylase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cfr_2_AJ879565,"Oxazolidinone, Phenicol, Lincosamide, Streptogramin A, Pleuromutilin",cfr,cfr,"Chloramphenicol, Florfenicol, Clindamycin, Lincomycin, Linezolid, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin",16091044,Target modification,23S rRNA methylase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cfr_B__2_KM359438 ,"Oxazolidinone, Phenicol, Lincosamide, Streptogramin A, Pleuromutilin",cfr(B),cfr(B),"Chloramphenicol, Florfenicol, Clindamycin, Lincomycin, Linezolid, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin",25385106,Target modification,23S rRNA methylase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cfr_B__1_KM359439 ,"Oxazolidinone, Phenicol, Lincosamide, Streptogramin A, Pleuromutilin",cfr(B),cfr(B),"Chloramphenicol, Florfenicol, Clindamycin, Lincomycin, Linezolid, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin",25385106,Target modification,23S rRNA methylase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cfr_B__3_KR610408,"Oxazolidinone, Phenicol, Lincosamide, Streptogramin A, Pleuromutilin",cfr(B),cfr(B),"Chloramphenicol, Florfenicol, Clindamycin, Lincomycin, Linezolid, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin",Unpublished,Target modification,23S rRNA methylase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cfr_C__2_CANB01000378,"Oxazolidinone, Phenicol, Lincosamide, Streptogramin A, Pleuromutilin",cfr(C) ,cfr(C) ,"Chloramphenicol, Florfenicol, Clindamycin, Lincomycin, Linezolid, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin",24482682,Target modification,23S rRNA methylase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cfr_C__1_KX686749,"Oxazolidinone, Phenicol, Lincosamide, Streptogramin A, Pleuromutilin",cfr(C) ,cfr(C) ,"Chloramphenicol, Florfenicol, Clindamycin, Lincomycin, Linezolid, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin",28186558,Target modification,23S rRNA methylase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cat_1_M11587,Phenicol,cat,cat,Chloramphenicol,3900035,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catA1_1_V00622,Phenicol,catA,catA1,Chloramphenicol,390403,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cat86_1_K00544,Phenicol,cat86,cat86,Chloramphenicol,6315534,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catA3_1_X07848,Phenicol,catA,catA3,Chloramphenicol,3048245,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catA2_1_X53796,Phenicol,catA,catA2,Chloramphenicol,2268278,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catB_1_M93113,Phenicol,catB,catB,Chloramphenicol,1489203,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catQ_1_M55620,Phenicol,catQ,catQ,Chloramphenicol,2039197,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catB1_1_M58472,Phenicol,catB,catB1,Chloramphenicol,2013403,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catB2_1_AF047479,Phenicol,catB,catB2,Chloramphenicol,1314803,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catB3_1_AJ009818,Phenicol,catB,catB3,Chloramphenicol,1662753,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catB3_2_U13880,Phenicol,catB,catB3,Chloramphenicol,7793874,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catB7_1_AF036933,Phenicol,catB,catB7,Chloramphenicol,10361706,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catB8_1_AF227506,Phenicol,catB,catB8,Chloramphenicol,12760886,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catB9_1_AF462019,Phenicol,catB,catB9,Chloramphenicol,11952913,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catB10_1_AJ878850,Phenicol,catB,catB10,Chloramphenicol,unpublished,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cat_5_U35036,Phenicol,cat,cat,Chloramphenicol,unpublished,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cat_pC221__1_X02529,Phenicol,cat(pC221),cat(pC221),Chloramphenicol,2993795,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cat_pC233__1_AY355285,Phenicol,cat(pC233),cat(pC233),Chloramphenicol,15150221,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cat_pC194__1_NC_002013,Phenicol,cat(pC194),cat(pC194),Chloramphenicol,6950931,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cat_4_AY238971,Phenicol,cat,cat,Chloramphenicol,19459958,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cat_2_M35190,Phenicol,cat,cat,Chloramphenicol,2227449,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cat_3_S48276,Phenicol,cat,cat,Chloramphenicol,1406372,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catS_1_X74948,Phenicol,catS,catS,Chloramphenicol,8109922,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
catP_1_U15027,Phenicol,catP,catP,Chloramphenicol,2901770,Enzymatic inactivation,Chloramphenicol acetyltransferase,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cmlV_1_U09991,Phenicol,cmlV,cmlV,Chloramphenicol,7592948,Increased efflux ,MFS transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cmlA1_1_M64556,Phenicol,cmlA,cmlA1,Chloramphenicol,1648560,Increased efflux ,MFS transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cmlA1_2_AB212941,Phenicol,cmlA,cmlA1,Chloramphenicol,16451182,Increased efflux ,MFS transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cml_1_M22614,Phenicol,cml,cml,Chloramphenicol,3011609,Increased efflux ,MFS transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cmlB1_1_AM296481,Phenicol,cmlB,cmlB1,Chloramphenicol,17224413,Increased efflux ,MFS transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cmrA_1_Z12001,Phenicol,cmrA,cmrA,Chloramphenicol,1406276,Increased efflux ,MFS transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
cmx_1_U85507,Phenicol,cmx,cmx,Chloramphenicol,unpublished,Increased efflux ,MFS transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
fexA_1_AJ549214,Phenicol,fexA,fexA,"Chloramphenicol, Florfenicol",14742219,Increased efflux ,MFS transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
fexA_2_AM408573,Phenicol,fexA,fexA,"Chloramphenicol, Florfenicol",17145796,Increased efflux ,MFS transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
fexB_1_JN201336,Phenicol,fexB,fexB,"Chloramphenicol, Florfenicol",22096043,Increased efflux ,MFS transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
floR_1_AF071555,Phenicol,floR,floR,"Chloramphenicol, Florfenicol",10103189,Increased efflux ,MFS transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
floR_2_AF118107,Phenicol,floR,floR,"Chloramphenicol, Florfenicol",10339826,Increased efflux ,MFS transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
pexA_1_HM537013,Phenicol,pexA,pexA,"Chloramphenicol, Florfenicol",20543056,Increased efflux ,MFS transporter,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3202223/pdf/fmicb-02-00203.pdf
EstDL136_1_JN242251,Phenicol,EstDL136,EstDL136,"Chloramphenicol, Florfenicol",22752166,Enzymatic inactivation,Phenicol hydrolase,,
poxtA_1_MF095097,"Phenicol, Oxazolidinone, Tetracycline",poxtA,poxtA,"Chloramphenicol, Florfenicol, Linezolid, Doxycycline, Tetracycline",27073268,Target protection,"If alone, poxtA confers reduced susceptibility and not resistance to the antimicrobials listed. Also reduced susceptibility to tigecycline in E. coli",,
